time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,33497,4.06918,-0.00106106,3114,0.692,,,
10,33507,3.41177,-4.49687,3114,0.692,,,
20,33517,3.38858,-4.49675,3101.509028,0.689224228,-12.490972,-0.02319,0.538636136
30,33527,3.37759,-4.49668,3089.01825,0.6864485,-12.490778,-0.01099,1.136558508
40,33537,3.37057,-4.4966,3076.527694,0.683672821,-12.490556,-0.00702,1.779281481
50,33547,3.3661,-4.49665,3064.037,0.680897111,-12.490694,-0.00447,2.794338702
60,33557,3.36327,-4.49664,3051.546333,0.678121407,-12.490667,-0.00283,4.413663251
70,33567,3.36163,-4.49672,3039.055444,0.675345654,-12.490889,-0.00164,7.616395732
80,33577,3.3607,-4.49674,3026.5645,0.672569889,-12.490944,-0.00093,13.43112258
90,33587,3.36022,-4.49686,3014.073222,0.669794049,-12.491278,-0.00048,26.02349583
100,33597,3.36013,-4.49684,3001.582,0.667018222,-12.491222,-9E-05,
110,33607,3.36056,-4.49665,2989.091306,0.664242512,-12.490694,0.00043,29.04812558
120,33617,3.36085,-4.49697,2976.599722,0.661466605,-12.491584,0.00029,
130,33627,3.3611,-4.49674,2964.108778,0.65869084,-12.490944,0.00025,
140,33637,3.36157,-4.49674,2951.617833,0.655915074,-12.490945,0.00047,26.57647872
150,33647,3.36172,-4.49643,2939.12775,0.6531395,-12.490083,0.00015,83.26722
160,33657,3.36202,-4.49664,2926.637083,0.650363796,-12.490667,0.0003,41.63555667
170,33667,3.36219,-4.49646,2914.146917,0.647588204,-12.490166,0.00017,
180,33677,3.36212,-4.49653,2901.656556,0.644812568,-12.490361,-7E-05,
190,33687,3.36194,-4.49655,2889.166139,0.64203692,-12.490417,-0.00018,
200,33697,3.3617,-4.49665,2876.675444,0.63926121,-12.490695,-0.00024,
210,33707,3.3612,-4.49663,2864.184806,0.636485512,-12.490638,-0.0005,24.981276
220,33717,3.36052,-4.49663,2851.694167,0.633709815,-12.490639,-0.00068,18.36858676
230,33727,3.35968,-4.4967,2839.203333,0.630934074,-12.490834,-0.00084,14.87004048
240,33737,3.35865,-4.49659,2826.712806,0.628158401,-12.490527,-0.00103,12.12672524
250,33747,3.35761,-4.49651,2814.2225,0.625382778,-12.490306,-0.00104,12.00990962
260,33757,3.35614,-4.49655,2801.732083,0.62260713,-12.490417,-0.00147,8.496882313
270,33767,3.35454,-4.49662,2789.241472,0.619831438,-12.490611,-0.0016,7.806631875
280,33777,3.35274,-4.49665,2776.750778,0.617055728,-12.490694,-0.0018,6.939274444
