time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,12586,4.09944,-0.00106895,3502,0.778222222,,,
10,12596,3.52313,-4.49659,3502,0.778222222,,,
20,12606,3.50299,-4.49667,3489.50925,0.7754465,-12.49075,-0.02014,0.620196127
30,12616,3.49229,-4.49661,3477.018667,0.772670815,-12.490583,-0.0107,1.167344206
40,12626,3.48437,-4.49656,3464.528222,0.76989516,-12.490445,-0.00792,1.577076389
50,12636,3.47796,-4.49655,3452.037806,0.767119512,-12.490416,-0.00641,1.948582839
60,12646,3.47243,-4.49661,3439.547222,0.764343827,-12.490584,-0.00553,2.258695118
70,12656,3.46778,-4.49663,3427.056583,0.76156813,-12.490639,-0.00465,2.686158925
80,12666,3.46357,-4.49682,3414.565417,0.758792315,-12.491166,-0.00421,2.967022803
90,12676,3.45968,-4.4967,3402.074583,0.756016574,-12.490834,-0.00389,3.211011311
100,12686,3.45606,-4.49676,3389.583583,0.753240796,-12.491,-0.00362,3.450552486
110,12696,3.45222,-4.49664,3377.092917,0.750465093,-12.490666,-0.00384,3.252777604
120,12706,3.44847,-4.49676,3364.601917,0.747689315,-12.491,-0.00375,3.330933333
130,12716,3.44479,-4.49668,3352.111139,0.744913586,-12.490778,-0.00368,3.394233152
140,12726,3.44112,-4.4966,3339.620583,0.742137907,-12.490556,-0.00367,3.403421253
150,12736,3.43731,-4.49681,3327.129444,0.739362099,-12.491139,-0.00381,3.278514173
160,12746,3.43302,-4.49643,3314.639361,0.736586525,-12.490083,-0.00429,2.911441259
170,12756,3.42898,-4.49679,3302.148278,0.733810728,-12.491083,-0.00404,3.091852228
180,12766,3.42451,-4.49671,3289.657417,0.731034981,-12.490861,-0.00447,2.794376063
190,12776,3.41999,-4.49675,3277.166444,0.72825921,-12.490973,-0.00452,2.763489602
200,12786,3.41509,-4.49702,3264.674722,0.725483272,-12.491722,-0.0049,2.54933102
210,12796,3.41032,-4.49675,3252.18375,0.7227075,-12.490972,-0.00477,2.618652411
220,12806,3.40559,-4.49675,3239.692778,0.719931728,-12.490972,-0.00473,2.640797463
230,12816,3.40054,-4.49669,3227.201972,0.717155994,-12.490806,-0.00505,2.473426931
240,12826,3.39551,-4.4968,3214.710861,0.714380191,-12.491111,-0.00503,2.483322266
250,12836,3.39062,-4.49672,3202.219972,0.711604438,-12.490889,-0.00489,2.554374029
260,12846,3.38585,-4.49687,3189.728667,0.708828593,-12.491305,-0.00477,2.618722222
270,12856,3.38053,-4.49687,3177.237361,0.706052747,-12.491306,-0.00532,2.34798985
280,12866,3.37546,-4.49689,3164.746,0.703276889,-12.491361,-0.00507,2.46377929
290,12876,3.3703,-4.49645,3152.255861,0.700501302,-12.490139,-0.00516,2.420569574
300,12886,3.36513,-4.49651,3139.765556,0.697725679,-12.490305,-0.00517,2.415919729
310,12896,3.36018,-4.4965,3127.275278,0.694950062,-12.490278,-0.00495,2.523288485
320,12906,3.3553,-4.49668,3114.7845,0.692174333,-12.490778,-0.00488,2.559585656
330,12916,3.35056,-4.4966,3102.293944,0.689398654,-12.490556,-0.00474,2.635138397
340,12926,3.34587,-4.49671,3089.803083,0.686622907,-12.490861,-0.00469,2.663296588
350,12936,3.34159,-4.49683,3077.311889,0.683847086,-12.491194,-0.00428,2.918503271
360,12946,3.33757,-4.49673,3064.820972,0.681071327,-12.490917,-0.00402,3.107193284
370,12956,3.33344,-4.4968,3052.329861,0.678295525,-12.491111,-0.00413,3.024482082
380,12966,3.32943,-4.49682,3039.838694,0.67551971,-12.491167,-0.00401,3.115004239
390,12976,3.32566,-4.49669,3027.347889,0.672743975,-12.490805,-0.00377,3.313210875
400,12986,3.32219,-4.49669,3014.857083,0.669968241,-12.490806,-0.00347,3.599655908
410,12996,3.31896,-4.49663,3002.366444,0.667192543,-12.490639,-0.00323,3.867070898
420,13006,3.31564,-4.49663,2989.875806,0.664416846,-12.490638,-0.00332,3.762240361
430,13016,3.31283,-4.49684,2977.384583,0.661641019,-12.491223,-0.00281,4.445275089
440,13026,3.30994,-4.49659,2964.894056,0.658865346,-12.490527,-0.00289,4.321981661
450,13036,3.30737,-4.49649,2952.403806,0.656089735,-12.49025,-0.00257,4.860019455
460,13046,3.30496,-4.49659,2939.913278,0.653314062,-12.490528,-0.00241,5.182791701
470,13056,3.30291,-4.4968,2927.422167,0.650538259,-12.491111,-0.00205,6.093224878
480,13066,3.30068,-4.4968,2914.931056,0.647762457,-12.491111,-0.00223,5.601395067
490,13076,3.29859,-4.49681,2902.439917,0.644986648,-12.491139,-0.00209,5.976621531
500,13086,3.29652,-4.49666,2889.949194,0.642210932,-12.490723,-0.00207,6.0341657
