time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,34090,4.12054,-0.00107446,2366,0.788666667,,,
10,34100,3.75988,-3.003,2366,0.788666667,,,
20,34110,3.72098,-3.00256,2357.659556,0.785886519,-8.340444,-0.0389,0.214407301
30,34120,3.68713,-3.00284,2349.318333,0.783106111,-8.341223,-0.03385,0.246417223
40,34130,3.66091,-3.00279,2340.97725,0.78032575,-8.341083,-0.02622,0.318119108
50,34140,3.64,-3.00264,2332.636583,0.777545528,-8.340667,-0.02091,0.398884122
60,34150,3.62359,-3.00269,2324.295778,0.774765259,-8.340805,-0.01641,0.508275746
70,34160,3.60987,-3.00271,2315.954917,0.771984972,-8.340861,-0.01372,0.607934475
80,34170,3.59758,-3.00277,2307.613889,0.76920463,-8.341028,-0.01229,0.678684133
90,34180,3.58714,-3.00269,2299.273083,0.766424361,-8.340806,-0.01044,0.798927778
100,34190,3.57802,-3.00267,2290.932333,0.763644111,-8.34075,-0.00912,0.914555921
110,34200,3.57028,-3.00286,2282.591056,0.760863685,-8.341277,-0.00774,1.077684367
120,34210,3.56318,-3.00276,2274.250056,0.758083352,-8.341,-0.0071,1.174788732
130,34220,3.55699,-3.00236,2265.910167,0.755303389,-8.339889,-0.00619,1.347316478
140,34230,3.55151,-3.00252,2257.569833,0.752523278,-8.340334,-0.00548,1.521958759
150,34240,3.54631,-3.00254,2249.229444,0.749743148,-8.340389,-0.0052,1.603920962
160,34250,3.54193,-3.00262,2240.888833,0.746962944,-8.340611,-0.00438,1.904249087
170,34260,3.53791,-3.00281,2232.547694,0.744182565,-8.341139,-0.00402,2.074910199
180,34270,3.5339,-3.00291,2224.206278,0.741402093,-8.341416,-0.00401,2.080153616
190,34280,3.53044,-3.0026,2215.865722,0.738621907,-8.340556,-0.00346,2.410565318
200,34290,3.52696,-3.00266,2207.525,0.735841667,-8.340722,-0.00348,2.396759195
210,34300,3.5239,-3.00274,2199.184056,0.733061352,-8.340944,-0.00306,2.725798693
220,34310,3.52099,-3.00276,2190.843056,0.730281019,-8.341,-0.00291,2.866323024
230,34320,3.5181,-3.0029,2182.501667,0.727500556,-8.341389,-0.00289,2.886293772
240,34330,3.51554,-3.00269,2174.160861,0.724720287,-8.340806,-0.00256,3.258127344
250,34340,3.51293,-3.00288,2165.819528,0.721939843,-8.341333,-0.00261,3.195913027
260,34350,3.5104,-3.00261,2157.478944,0.719159648,-8.340584,-0.00253,3.296673518
270,34360,3.50834,-3.0028,2149.137833,0.716379278,-8.341111,-0.00206,4.04908301
280,34370,3.506,-3.00306,2140.796,0.713598667,-8.341833,-0.00234,3.564885897
