time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,8098,4.05629,-0.0010577,1428,0.476,,,
10,8108,3.45375,-3.00249,1428,0.476,,,
20,8118,3.39063,-3.00273,1419.659083,0.473219694,-8.340917,-0.06312,0.132143805
30,8128,3.33858,-3.00272,1411.318194,0.470439398,-8.340889,-0.05205,0.160247627
40,8138,3.29407,-3.0025,1402.977917,0.467659306,-8.340277,-0.04451,0.187379847
50,8148,3.25655,-3.00262,1394.637306,0.464879102,-8.340611,-0.03752,0.222297735
60,8158,3.22608,-3.0025,1386.297028,0.462099009,-8.340278,-0.03047,0.273720971
70,8168,3.20257,-3.00257,1377.956556,0.459318852,-8.340472,-0.02351,0.354762739
80,8178,3.18405,-3.00265,1369.615861,0.45653862,-8.340695,-0.01852,0.450361501
90,8188,3.16777,-3.00256,1361.275417,0.453758472,-8.340444,-0.01628,0.512312285
100,8198,3.15431,-3.00264,1352.93475,0.45097825,-8.340667,-0.01346,0.619663224
110,8208,3.14274,-3.00271,1344.593889,0.448197963,-8.340861,-0.01157,0.720904149
120,8218,3.13288,-3.00273,1336.252972,0.445417657,-8.340917,-0.00986,0.845934787
130,8228,3.12453,-3.00269,1327.912167,0.442637389,-8.340805,-0.00835,0.998898802
140,8238,3.11733,-3.00276,1319.571167,0.439857056,-8.341,-0.0072,1.158472222
150,8248,3.11131,-3.00244,1311.231056,0.437077019,-8.340111,-0.00602,1.385400498
160,8258,3.10634,-3.00247,1302.890861,0.434296954,-8.340195,-0.00497,1.678107646
170,8268,3.10236,-3.00251,1294.550556,0.431516852,-8.340305,-0.00398,2.09555402
180,8278,3.0992,-3.00251,1286.21025,0.42873675,-8.340306,-0.00316,2.639337342
190,8288,3.09663,-3.00253,1277.869889,0.42595663,-8.340361,-0.00257,3.245276654
200,8298,3.09466,-3.00249,1269.529639,0.423176546,-8.34025,-0.00197,4.233629442
210,8308,3.09319,-3.0027,1261.188806,0.420396269,-8.340833,-0.00147,5.674036054
220,8318,3.09192,-3.00272,1252.847917,0.417615972,-8.340889,-0.00127,6.567629134
230,8328,3.09113,-3.00262,1244.507306,0.414835769,-8.340611,-0.00079,10.55773544
240,8338,3.09054,-3.00268,1236.166528,0.412055509,-8.340778,-0.00059,14.13691186
250,8348,3.09025,-3.00243,1227.826444,0.409275481,-8.340084,-0.00029,28.75891034
260,8358,3.09012,-3.00258,1219.485944,0.406495315,-8.3405,-0.00013,
270,8368,3.09017,-3.0028,1211.144833,0.403714944,-8.341111,5E-05,
280,8378,3.0904,-3.00276,1202.803833,0.400934611,-8.341,0.00023,
290,8388,3.09063,-3.0026,1194.463278,0.398154426,-8.340555,0.00023,
300,8398,3.09088,-3.00262,1186.122667,0.395374222,-8.340611,0.00025,33.362444
310,8408,3.09097,-3.00249,1177.782417,0.392594139,-8.34025,9E-05,
320,8418,3.09104,-3.00258,1169.441917,0.389813972,-8.3405,7E-05,
330,8428,3.09106,-3.00272,1161.101028,0.387033676,-8.340889,2E-05,
340,8438,3.09101,-3.00262,1152.760417,0.384253472,-8.340611,-5E-05,
350,8448,3.09076,-3.00258,1144.419917,0.381473306,-8.3405,-0.00025,
360,8458,3.09047,-3.00274,1136.078972,0.378692991,-8.340945,-0.00029,28.76187931
370,8468,3.09011,-3.00262,1127.738361,0.375912787,-8.340611,-0.00036,23.16836389
380,8478,3.08905,-3.00251,1119.398056,0.373132685,-8.340305,-0.00106,7.868212264
390,8488,3.08913,-3.00255,1111.057639,0.370352546,-8.340417,8E-05,
400,8498,3.0883,-3.00266,1102.716917,0.367572306,-8.340722,-0.00083,10.04906265
410,8508,3.08744,-3.00249,1094.376667,0.364792222,-8.34025,-0.00086,9.697965116
420,8518,3.08652,-3.00268,1086.035889,0.362011963,-8.340778,-0.00092,9.066063043
430,8528,3.08544,-3.00253,1077.695528,0.359231843,-8.340361,-0.00108,7.722556481
440,8538,3.08432,-3.00237,1069.355611,0.35645187,-8.339917,-0.00112,7.446354464
450,8548,3.08296,-3.00249,1061.015361,0.353671787,-8.34025,-0.00136,6.132536765
460,8558,3.0814,-3.00247,1052.675167,0.350891722,-8.340194,-0.00156,5.346278205
470,8568,3.07993,-3.00245,1044.335028,0.348111676,-8.340139,-0.00147,5.673563946
480,8578,3.07809,-3.00254,1035.994639,0.345331546,-8.340389,-0.00184,4.532820109
490,8588,3.07627,-3.00254,1027.65425,0.342551417,-8.340389,-0.00182,4.582631319
500,8598,3.07437,-3.00248,1019.314028,0.339771343,-8.340222,-0.0019,4.389590526
510,8608,3.07234,-3.00262,1010.973417,0.336991139,-8.340611,-0.00203,4.108675369
520,8618,3.06996,-3.00265,1002.632722,0.334210907,-8.340695,-0.00238,3.504493697
530,8628,3.06768,-3.00258,994.2922222,0.331430741,-8.3404998,-0.00228,3.658113947
540,8638,3.06538,-3.00258,985.9517222,0.328650574,-8.3405,-0.0023,3.626304348
550,8648,3.06285,-3.0024,977.6117222,0.325870574,-8.34,-0.00253,3.296442688
560,8658,3.06034,-3.00246,969.2715556,0.323090519,-8.3401666,-0.00251,3.322775538
570,8668,3.05744,-3.00252,960.9312222,0.320310407,-8.3403334,-0.0029,2.875977034
580,8678,3.05459,-3.00233,952.5914167,0.317530472,-8.3398055,-0.00285,2.926247544
590,8688,3.05161,-3.00242,944.2513611,0.314750454,-8.3400556,-0.00298,2.798676376
600,8698,3.04848,-3.00255,935.9109444,0.311970315,-8.3404167,-0.00313,2.664669872
610,8708,3.04515,-3.00269,927.5701389,0.309190046,-8.3408055,-0.00333,2.504746396
620,8718,3.04194,-3.00271,919.2292778,0.306409759,-8.3408611,-0.00321,2.598399097
630,8728,3.03856,-3.00246,910.8891111,0.303629704,-8.3401667,-0.00338,2.467504941
640,8738,3.0352,-3.0027,902.5482778,0.300849426,-8.3408333,-0.00336,2.482390863
650,8748,3.03174,-3.00243,894.2081944,0.298069398,-8.3400834,-0.00346,2.410428728
660,8758,3.02822,-3.00266,885.8674722,0.295289157,-8.3407222,-0.00352,2.369523352
670,8768,3.02491,-3.00259,877.5269444,0.292508981,-8.3405278,-0.00331,2.519796918
680,8778,3.02121,-3.00268,869.1861667,0.289728722,-8.3407777,-0.0037,2.254264243
690,8788,3.01747,-3.00241,860.8461389,0.286948713,-8.3400278,-0.00374,2.229953957
