time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,6875,4.07802,-0.00106337,1637,0.545666667,,,
10,6885,3.55454,-3.00284,1637,0.545666667,,,
20,6895,3.50479,-3.0026,1628.659444,0.542886481,-8.340556,-0.04975,0.167649367
30,6905,3.46365,-3.00259,1620.318917,0.540106306,-8.340527,-0.04114,0.202735221
40,6915,3.42812,-3.0027,1611.978083,0.537326028,-8.340834,-0.03553,0.234754686
50,6925,3.3984,-3.00257,1603.637611,0.53454587,-8.340472,-0.02972,0.280634993
60,6935,3.37349,-3.00268,1595.296833,0.531765611,-8.340778,-0.02491,0.334836532
70,6945,3.35227,-3.00259,1586.956306,0.528985435,-8.340527,-0.02122,0.393050283
80,6955,3.3341,-3.00266,1578.615583,0.526205194,-8.340723,-0.01817,0.45903814
90,6965,3.3183,-3.00269,1570.274778,0.523424926,-8.340805,-0.0158,0.527899051
100,6975,3.30421,-3.00262,1561.934167,0.520644722,-8.340611,-0.01409,0.59195252
110,6985,3.29233,-3.00245,1553.594028,0.517864676,-8.340139,-0.01188,0.702031902
120,6995,3.28153,-3.00269,1545.253222,0.515084407,-8.340806,-0.0108,0.772296852
130,7005,3.27123,-3.00269,1536.912417,0.512304139,-8.340805,-0.0103,0.809786893
140,7015,3.26178,-3.00273,1528.5715,0.509523833,-8.340917,-0.00945,0.88263672
150,7025,3.2531,-3.00269,1520.230694,0.506743565,-8.340806,-0.00868,0.96092235
160,7035,3.24513,-3.00262,1511.890083,0.503963361,-8.340611,-0.00797,1.046500753
170,7045,3.23766,-3.00268,1503.549306,0.501183102,-8.340777,-0.00747,1.11656988
180,7055,3.23072,-3.00259,1495.208778,0.498402926,-8.340528,-0.00694,1.201805187
190,7065,3.22463,-3.0025,1486.8685,0.495622833,-8.340278,-0.00609,1.369503777
200,7075,3.21908,-3.00248,1478.528278,0.492842759,-8.340222,-0.00555,1.502742703
210,7085,3.21366,-3.00261,1470.187694,0.490062565,-8.340584,-0.00542,1.538853137
220,7095,3.209,-3.00263,1461.847056,0.487282352,-8.340638,-0.00466,1.789836481
230,7105,3.20483,-3.00272,1453.506167,0.484502056,-8.340889,-0.00417,2.000213189
240,7115,3.20097,-3.00257,1445.165694,0.481721898,-8.340473,-0.00386,2.160744301
250,7125,3.19739,-3.00259,1436.825167,0.478941722,-8.340527,-0.00358,2.329756145
260,7135,3.19386,-3.00267,1428.484417,0.476161472,-8.34075,-0.00353,2.362818697
270,7145,3.19051,-3.00251,1420.144111,0.47338137,-8.340306,-0.00335,2.489643582
280,7155,3.18751,-3.00263,1411.803472,0.470601157,-8.340639,-0.003,2.780213
290,7165,3.1846,-3.00267,1403.462722,0.467820907,-8.34075,-0.00291,2.866237113
