time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,48540,4.18449,-0.00109113,2860,0.953333333,,,
10,48550,3.92305,-3.00277,2860,0.953333333,,,
20,48560,3.90326,-3.0028,2851.658889,0.950552963,-8.341111,-0.01979,0.421481102
30,48570,3.89006,-3.00272,2843.318,0.947772667,-8.340889,-0.0132,0.63188553
40,48580,3.88089,-3.00289,2834.976639,0.944992213,-8.341361,-0.00917,0.909635878
50,48590,3.87399,-3.00275,2826.635667,0.942211889,-8.340972,-0.0069,1.208836522
60,48600,3.8674,-3.00275,2818.294694,0.939431565,-8.340973,-0.00659,1.265701517
70,48610,3.8622,-3.00275,2809.953722,0.936651241,-8.340972,-0.0052,1.604033077
80,48620,3.85752,-3.00279,2801.612639,0.93387088,-8.341083,-0.00468,1.782282692
90,48630,3.85331,-3.00272,2793.27175,0.931090583,-8.340889,-0.00421,1.981208789
100,48640,3.85002,-3.00271,2784.930889,0.928310296,-8.340861,-0.00329,2.535216109
110,48650,3.84626,-3.00274,2776.589944,0.925529981,-8.340945,-0.00376,2.218336436
120,48660,3.84312,-3.00287,2768.248639,0.922749546,-8.341305,-0.00314,2.656466561
130,48670,3.84007,-3.00266,2759.907917,0.919969306,-8.340722,-0.00305,2.734662951
140,48680,3.83758,-3.00298,2751.566306,0.917188769,-8.341611,-0.00249,3.350044578
150,48690,3.83514,-3.00272,2743.225417,0.914408472,-8.340889,-0.00244,3.418397131
160,48700,3.83267,-3.00277,2734.884389,0.91162813,-8.341028,-0.00247,3.376934413
170,48710,3.83025,-3.00245,2726.54425,0.908848083,-8.340139,-0.00242,3.44633843
180,48720,3.82819,-3.00265,2718.203556,0.906067852,-8.340694,-0.00206,4.048880583
190,48730,3.82601,-3.00278,2709.8625,0.9032875,-8.341056,-0.00218,3.826172477
200,48740,3.82388,-3.00278,2701.521444,0.900507148,-8.341056,-0.00213,3.915988732
210,48750,3.82195,-3.00285,2693.180194,0.897726731,-8.34125,-0.00193,4.321891192
220,48760,3.81998,-3.00278,2684.839139,0.89494638,-8.341055,-0.00197,4.234038071
230,48770,3.8181,-3.00264,2676.498472,0.892166157,-8.340667,-0.00188,4.436525
240,48780,3.81632,-3.00258,2668.157972,0.889385991,-8.3405,-0.00178,4.685674157
250,48790,3.81447,-3.00253,2659.817611,0.88660587,-8.340361,-0.00185,4.508303243
260,48800,3.81287,-3.00259,2651.477083,0.883825694,-8.340528,-0.0016,5.21283
270,48810,3.81112,-3.00268,2643.136306,0.881045435,-8.340777,-0.00175,4.766158286
280,48820,3.80947,-3.00262,2634.795694,0.878265231,-8.340612,-0.00165,5.054916364
290,48830,3.80771,-3.00254,2626.455306,0.875485102,-8.340388,-0.00176,4.738856818
300,48840,3.80603,-3.00266,2618.114583,0.872704861,-8.340723,-0.00168,4.964716071
310,48850,3.80423,-3.00281,2609.773444,0.869924481,-8.341139,-0.0018,4.633966111
320,48860,3.8026,-3.00292,2601.432,0.867144,-8.341444,-0.00163,5.117450307
330,48870,3.80088,-3.00278,2593.090944,0.864363648,-8.341056,-0.00172,4.849451163
340,48880,3.79935,-3.00281,2584.749806,0.861583269,-8.341138,-0.00153,5.451724183
350,48890,3.79749,-3.00287,2576.4085,0.858802833,-8.341306,-0.00186,4.484573118
360,48900,3.7959,-3.00277,2568.067472,0.856022491,-8.341028,-0.00159,5.24592956
370,48910,3.79424,-3.00279,2559.726389,0.85324213,-8.341083,-0.00166,5.024748795
380,48920,3.79273,-3.00273,2551.385472,0.850461824,-8.340917,-0.00151,5.523786093
390,48930,3.79089,-3.00276,2543.044472,0.847681491,-8.341,-0.00184,4.533152174
400,48940,3.78922,-3.00268,2534.703694,0.844901231,-8.340778,-0.00167,4.994477844
410,48950,3.78736,-3.00258,2526.363194,0.842121065,-8.3405,-0.00186,4.484139785
420,48960,3.78564,-3.00266,2518.022472,0.839340824,-8.340722,-0.00172,4.849256977
430,48970,3.78369,-3.0028,2509.681361,0.836560454,-8.341111,-0.00195,4.277492821
440,48980,3.78194,-3.00282,2501.340194,0.833780065,-8.341167,-0.00175,4.766381143
450,48990,3.78,-3.00264,2492.999528,0.830999843,-8.340666,-0.00194,4.299312371
460,49000,3.77801,-3.00261,2484.658944,0.828219648,-8.340584,-0.00199,4.191248241
470,49010,3.77601,-3.00258,2476.318444,0.825439481,-8.3405,-0.002,4.17025
480,49020,3.77417,-3.0027,2467.977611,0.822659204,-8.340833,-0.00184,4.533061413
490,49030,3.77209,-3.00264,2459.636944,0.819878981,-8.340667,-0.00208,4.009936058
500,49040,3.76982,-3.00277,2451.295917,0.817098639,-8.341027,-0.00227,3.674461233
510,49050,3.76769,-3.0029,2442.954528,0.814318176,-8.341389,-0.00213,3.91614507
520,49060,3.76548,-3.00272,2434.613639,0.81153788,-8.340889,-0.00221,3.774157919
530,49070,3.76302,-3.00262,2426.273028,0.808757676,-8.340611,-0.00246,3.390492276
540,49080,3.7605,-3.0027,2417.932194,0.805977398,-8.340834,-0.00252,3.309854762
550,49090,3.758,-3.00253,2409.591833,0.803197278,-8.340361,-0.0025,3.3361444
560,49100,3.75531,-3.00262,2401.251222,0.800417074,-8.340611,-0.00269,3.100598885
570,49110,3.75252,-3.00286,2392.909944,0.797636648,-8.341278,-0.00279,2.989705376
580,49120,3.74995,-3.00268,2384.569167,0.794856389,-8.340777,-0.00257,3.245438521
590,49130,3.74707,-3.00267,2376.228417,0.792076139,-8.34075,-0.00288,2.89609375
600,49140,3.74412,-3.00269,2367.887611,0.78929587,-8.340806,-0.00295,2.827391864
610,49150,3.74122,-3.00289,2359.54625,0.786515417,-8.341361,-0.0029,2.876331379
620,49160,3.73798,-3.00286,2351.204972,0.783734991,-8.341278,-0.00324,2.574468519
630,49170,3.73491,-3.00274,2342.864028,0.780954676,-8.340944,-0.00307,2.71691987
