time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,10700,4.1272,-0.00107619,3370,0.8425,,,
10,10710,3.70659,-3.99479,3370,0.8425,,,
20,10720,3.6817,-3.99491,3358.903028,0.839725757,-11.096972,-0.02489,0.445840579
30,10730,3.66621,-3.99507,3347.805611,0.836951403,-11.097417,-0.01549,0.716424597
40,10740,3.6557,-3.9948,3336.708944,0.834177236,-11.096667,-0.01051,1.055819886
50,10750,3.64697,-3.99476,3325.612389,0.831403097,-11.096555,-0.00873,1.271083047
60,10760,3.63994,-3.99463,3314.516194,0.828629049,-11.096195,-0.00703,1.578406117
70,10770,3.63422,-3.99488,3303.419306,0.825854826,-11.096888,-0.00572,1.940015385
80,10780,3.62929,-3.99509,3292.321833,0.823080458,-11.097473,-0.00493,2.251008722
90,10790,3.62507,-3.99501,3281.224583,0.820306146,-11.09725,-0.00422,2.629680095
100,10800,3.62121,-3.99488,3270.127694,0.817531924,-11.096889,-0.00386,2.87484171
110,10810,3.61791,-3.9948,3259.031028,0.814757757,-11.096666,-0.0033,3.362626061
120,10820,3.61482,-3.99495,3247.933944,0.811983486,-11.097084,-0.00309,3.59128932
130,10830,3.6122,-3.9949,3236.837,0.80920925,-11.096944,-0.00262,4.235474809
140,10840,3.60979,-3.99489,3225.740083,0.806435021,-11.096917,-0.00241,4.604529876
150,10850,3.60732,-3.99484,3214.643306,0.803660826,-11.096777,-0.00247,4.492622267
160,10860,3.60496,-3.99486,3203.546472,0.800886618,-11.096834,-0.00236,4.702048305
170,10870,3.60289,-3.99489,3192.449556,0.798112389,-11.096916,-0.00207,5.360828986
180,10880,3.60079,-3.99498,3181.352389,0.795338097,-11.097167,-0.0021,5.284365238
190,10890,3.59874,-3.99478,3170.255778,0.792563944,-11.096611,-0.00205,5.412980976
200,10900,3.59686,-3.99484,3159.159,0.78978975,-11.096778,-0.00188,5.902541489
210,10910,3.59507,-3.995,3148.061778,0.787015444,-11.097222,-0.00179,6.199565363
220,10920,3.59329,-3.99481,3136.965083,0.784241271,-11.096695,-0.00178,6.234098315
230,10930,3.59134,-3.99489,3125.868167,0.781467042,-11.096916,-0.00195,5.690726154
240,10940,3.58975,-3.99491,3114.771194,0.778692799,-11.096973,-0.00159,6.979228302
250,10950,3.58806,-3.99481,3103.6745,0.775918625,-11.096694,-0.00169,6.566091124
260,10960,3.58639,-3.99494,3092.577444,0.773144361,-11.097056,-0.00167,6.644943713
270,10970,3.58459,-3.99477,3081.480861,0.770370215,-11.096583,-0.0018,6.164768333
280,10980,3.58295,-3.99487,3070.384,0.767596,-11.096861,-0.00164,6.766378659
290,10990,3.58111,-3.9947,3059.287611,0.764821903,-11.096389,-0.00184,6.030646196
300,11000,3.57946,-3.99475,3048.191083,0.762047771,-11.096528,-0.00165,6.725168485
310,11010,3.57767,-3.99473,3037.094611,0.759273653,-11.096472,-0.00179,6.199146369
320,11020,3.57587,-3.99474,3025.998111,0.756499528,-11.0965,-0.0018,6.164722222
330,11030,3.57412,-3.99489,3014.901194,0.753725299,-11.096917,-0.00175,6.341095429
