time,actual time,voltage,current,chargeq,dischargeq,CE
7340,17527,3.64944,-3.39482,,,
7350,17537,3.64717,-3.39466,,,
7360,17547,3.64523,-3.39493,,,
7370,17557,3.64337,-3.39479,,,
7380,17568,3.64159,-3.39497,,,
7390,17578,3.63985,-3.39497,,,
7400,17588,3.63802,-3.39483,,,
7410,17598,3.6358,-3.39493,,,
7420,17608,3.63462,-3.39492,,,
7430,17618,3.63295,-3.39497,,,
7440,17628,3.63137,-3.39442,,,
7450,17638,3.62959,-3.39478,,,
7460,17648,3.62794,-3.39473,,,
7470,17658,3.62632,-3.39497,,,
7480,17668,3.62465,-3.39487,,,
7490,17678,3.62304,-3.39501,,,
7500,17688,3.62134,-3.395,,,
7510,17698,3.6197,-3.39492,,,
7520,17709,3.61785,-3.39483,,,
7530,17719,3.61613,-3.39495,,,
7540,17729,3.61464,-3.39501,,,
7550,17740,3.61289,-3.39502,,,
7560,17750,3.61108,-3.39501,,,
7570,17760,3.60937,-3.39487,,,
7580,17770,3.60775,-3.39475,,,
7590,17780,3.60577,-3.39468,,,
7600,17790,3.604,-3.39482,,,
7610,17800,3.60253,-3.39502,,,
7620,17810,3.60085,-3.39496,,,
7630,17820,3.59902,-3.39491,,,
7640,17832,3.59713,-3.39489,,,
7650,17842,3.59491,-3.39495,,,
7660,17852,3.59319,-3.39491,,,
7670,17862,3.59143,-3.39496,,,
7680,17872,3.58957,-3.39475,,,
7690,17882,3.58754,-3.39505,,,
7700,17892,3.58534,-3.39504,,,
7710,17902,3.58323,-3.3951,,,
7720,17912,3.581,-3.39491,,,
7730,17923,3.57858,-3.39463,,,
7740,17933,3.57617,-3.39473,,,
7750,17944,3.5737,-3.39495,,,
7760,17954,3.57123,-3.39497,,,
7770,17964,3.56879,-3.39505,,,
7780,17974,3.5665,-3.39476,,,
7790,17985,3.56345,-3.39473,,,
7800,17995,3.56114,-3.39484,,,
7810,18005,3.55764,-3.3949,,,
7820,18016,3.55531,-3.395,,,
7830,18026,3.55242,-3.39487,,,
7840,18036,3.54955,-3.39495,,,
7850,18046,3.5469,-3.39485,,,
7860,18056,3.54423,-3.39508,,,
7870,18066,3.54103,-3.39485,,,
7880,18076,3.53796,-3.39491,,,
7890,18086,3.53497,-3.39496,,,
7900,18096,3.53201,-3.3948,,,
7910,18107,3.52888,-3.39489,,,
7920,18117,3.52583,-3.39453,,,
7930,18127,3.52276,-3.39475,,,
7940,18137,3.51958,-3.39483,,,
7950,18147,3.51636,-3.39484,,,
7960,18157,3.51344,-3.39499,,,
7970,18167,3.51042,-3.39484,,,
7980,18177,3.50759,-3.39502,,,
7990,18187,3.50459,-3.39494,,,
8000,18197,3.5016,-3.39491,,,
8010,18207,3.49856,-3.39488,,,
8020,18217,3.49555,-3.39469,,,
8030,18227,3.49269,-3.39497,,,
8040,18237,3.48966,-3.39498,,,
8050,18247,3.48683,-3.39484,,,
8060,18257,3.48379,-3.39489,,,
8070,18267,3.48093,-3.39485,,,
8080,18277,3.47805,-3.39512,,,
8090,18287,3.47547,-3.39501,,,
8100,18297,3.47288,-3.39487,,,
8110,18307,3.47009,-3.39498,,,
8120,18317,3.46731,-3.39474,,,
8130,18327,3.4646,-3.39491,,,
8140,18337,3.46202,-3.39502,,,
8150,18347,3.4591,-3.39488,,,
8160,18357,3.45653,-3.39489,,,
8170,18367,3.4541,-3.39464,,,
8180,18377,3.45168,-3.39479,,,
8190,18387,3.44939,-3.3948,,,
8200,18397,3.44649,-3.39492,,,
8210,18407,3.44462,-3.39505,,,
8220,18417,3.44216,-3.39485,,,
8230,18427,3.43974,-3.39482,,,
8240,18437,3.43724,-3.39482,,,
8250,18447,3.43484,-3.39469,,,
8260,18457,3.43251,-3.39473,,,
8270,18467,3.42994,-3.39479,,,
8280,18477,3.42771,-3.39493,,,
8290,18487,3.42554,-3.39482,,,
8300,18497,3.42349,-3.3948,,,
8310,18507,3.42125,-3.39493,,,
8320,18517,3.41907,-3.39487,,,
8330,18527,3.41674,-3.39503,,,
8340,18537,3.41444,-3.3949,,,
8350,18547,3.41228,-3.39501,,,
8360,18557,3.40969,-3.395,,,
8370,18567,3.40737,-3.39479,,,
8380,18577,3.40505,-3.39472,,,
8390,18587,3.40283,-3.39468,,,
8400,18597,3.40063,-3.39455,,,
8410,18607,3.39839,-3.39505,,,
8420,18617,3.39575,-3.39498,,,
8430,18627,3.39355,-3.39473,,,
8440,18637,3.39132,-3.39476,,,
8450,18647,3.3888,-3.39494,,,
8460,18657,3.38653,-3.39467,,,
8470,18667,3.38405,-3.39486,,,
8480,18677,3.38174,-3.39476,,,
8490,18687,3.37934,-3.39473,,,
8500,18697,3.37685,-3.39486,,,
8510,18707,3.37484,-3.39478,,,
8520,18717,3.37229,-3.39467,,,
8530,18727,3.36983,-3.39495,,,
8540,18737,3.36726,-3.39511,,,
8550,18747,3.36464,-3.39508,,,
8560,18757,3.3621,-3.39499,,,
8570,18767,3.35931,-3.39482,,,
8580,18777,3.35704,-3.39458,,,
8590,18787,3.3543,-3.3948,,,
8600,18797,3.35178,-3.39488,,,
8610,18807,3.3492,-3.3949,,,
8620,18817,3.34682,-3.39494,,,
8630,18827,3.34415,-3.39476,,,
8640,18837,3.34145,-3.39493,,,
8650,18847,3.33875,-3.39499,,,
8660,18857,3.33587,-3.39496,,,
8670,18867,3.33324,-3.39491,,,
8680,18877,3.3304,-3.3947,,,
8690,18887,3.32751,-3.39498,,,
8700,18897,3.32477,-3.39478,,,
8710,18907,3.32204,-3.39494,,,
8720,18917,3.31928,-3.39489,,,
8730,18927,3.31653,-3.39481,,,
8740,18937,3.31383,-3.39484,,,
8750,18947,3.3108,-3.39469,,,
8760,18957,3.30796,-3.39477,,,
8770,18967,3.30511,-3.39498,,,
8780,18977,3.30208,-3.39484,,,
8790,18987,3.29916,-3.39487,,,
8800,18997,3.29624,-3.39469,,,
8810,19007,3.29338,-3.39471,,,
8820,19017,3.29058,-3.39492,,,
8830,19027,3.28806,-3.39483,,,
8840,19037,3.2848,-3.39474,,,
8850,19047,3.28179,-3.39473,,,
8860,19057,3.2789,-3.39454,,,
8870,19067,3.2758,-3.39484,,,
8880,19077,3.27276,-3.39474,,,
8890,19087,3.26981,-3.39459,,,
8900,19097,3.2669,-3.39486,,,
8910,19107,3.26379,-3.39481,,,
8920,19117,3.26079,-3.39497,,,
8930,19127,3.25788,-3.39476,,,
8940,19137,3.25505,-3.39482,,,
8950,19147,3.25206,-3.39497,,,
8960,19157,3.24903,-3.39488,,,
8970,19167,3.24608,-3.39488,,,
8980,19177,3.24308,-3.39487,,,
8990,19187,3.23992,-3.39471,,,
9000,19197,3.23707,-3.39466,,,
9010,19207,3.23402,-3.39472,,,
9020,19217,3.23122,-3.3951,,,
9030,19227,3.22836,-3.39484,,,
9040,19237,3.22557,-3.39486,,,
9050,19247,3.22265,-3.39488,,,
9060,19257,3.21964,-3.39498,,,
9070,19267,3.21675,-3.39462,,,
9080,19277,3.21376,-3.39496,,,
9090,19287,3.21098,-3.39464,,,
9100,19297,3.20827,-3.3951,,,
9110,19307,3.20528,-3.39475,,,
9120,19317,3.20233,-3.39488,,,
9130,19327,3.19967,-3.39486,,,
9140,19337,3.19702,-3.39481,,,
9150,19347,3.19408,-3.39499,,,
9160,19357,3.1911,-3.395,,,
9170,19367,3.18837,-3.39483,,,
9180,19377,3.18551,-3.39471,,,
9190,19387,3.18264,-3.39485,,,
9200,19397,3.18009,-3.39488,,,
9210,19407,3.17725,-3.39484,,,
9220,19417,3.17461,-3.3949,,,
9230,19427,3.1721,-3.39496,,,
9240,19437,3.16946,-3.39484,,,
9250,19447,3.16691,-3.3948,,,
9260,19457,3.16437,-3.39502,,,
9270,19467,3.16167,-3.39482,,,
9280,19477,3.1591,-3.39465,,,
9290,19487,3.15654,-3.39504,,,
9300,19497,3.1539,-3.39497,,,
9310,19507,3.15138,-3.3947,,,
9320,19517,3.14883,-3.39486,,,
9330,19527,3.14628,-3.3947,,,
9340,19537,3.14369,-3.39489,,,
9350,19547,3.1414,-3.39508,,,
9360,19557,3.13886,-3.39478,,,
9370,19567,3.13624,-3.39479,,,
9380,19578,3.13347,-3.39483,,,
9390,19588,3.13095,-3.39472,,,
9400,19598,3.12845,-3.39489,,,
9410,19608,3.1259,-3.39467,,,
9420,19618,3.12317,-3.39477,,,
9430,19628,3.12053,-3.39469,,,
9440,19638,3.11782,-3.39473,,,
9450,19648,3.11515,-3.39446,,,
9460,19658,3.11239,-3.39479,,,
9470,19668,3.11008,-3.39485,,,
9480,19678,3.10713,-3.39471,,,
9490,19688,3.10445,-3.39478,,,
9500,19698,3.10165,-3.39489,,,
9510,19708,3.09887,-3.39479,,,
9520,19718,3.09598,-3.39483,,,
9530,19728,3.09311,-3.39484,,,
9540,19738,3.09028,-3.39468,,,
9550,19748,3.08751,-3.39468,,,
9560,19758,3.0848,-3.3948,,,
9570,19768,3.08193,-3.39504,,,
9580,19778,3.07914,-3.39487,,,
9590,19788,3.07618,-3.39482,,,
9600,19798,3.07317,-3.39488,,,
9610,19808,3.07032,-3.39482,,,
9620,19818,3.06744,-3.39491,,,
9630,19828,3.06446,-3.39452,,,
9640,19838,3.06152,-3.39492,,,
9650,19848,3.0585,-3.39471,,,
9660,19858,3.05524,-3.39457,,,
9670,19868,3.0522,-3.39448,,,
9680,19878,3.04899,-3.39465,,,
9690,19888,3.04599,-3.39468,,,
9700,19898,3.04287,-3.39482,,,
9710,19908,3.03958,-3.39492,,,
9720,19918,3.0362,-3.39472,,,
9730,19928,3.0327,-3.39486,,,
9740,19938,3.02932,-3.39474,,,
9750,19948,3.02591,-3.39484,,,
9760,19958,3.0223,-3.39481,,,
9770,19968,3.0187,-3.39475,,,
9780,19978,3.01507,-3.39492,,,
9790,19988,3.01135,-3.39481,,,
9800,19998,3.00786,-3.39478,,,
9810,20008,3.00412,-3.39467,,,
9820,20018,3.00027,-3.39461,,,
9830,20028,2.99633,-3.39478,,,
9840,20038,2.99233,-3.39485,,,
9850,20048,2.98825,-3.39499,,,
9860,20058,2.98401,-3.39488,,,
9870,20068,2.97983,-3.39482,,,
9880,20078,2.97562,-3.39489,,,
9890,20088,2.97129,-3.39474,,,
9900,20098,2.9672,-3.39455,,,
9910,20108,2.96268,-3.3947,,,
9920,20118,2.95849,-3.39476,,,
9930,20128,2.95387,-3.39494,,,
9940,20138,2.94914,-3.39474,,,
9950,20148,2.9445,-3.39489,,,
9960,20158,2.93973,-3.39479,,,
9970,20168,2.93482,-3.39469,,,
9980,20178,2.92985,-3.39474,,,
9990,20188,2.92449,-3.39478,,,
10000,20198,2.91961,-3.39464,,,
10010,20208,2.91466,-3.3947,,,
10020,20218,2.90962,-3.39469,,,
10030,20228,2.90449,-3.39468,,,
10040,20238,2.89875,-3.39493,,,
10050,20248,2.89331,-3.39476,,,
10060,20258,2.88759,-3.39468,,,
10070,20268,2.88185,-3.39466,,,
10080,20278,2.87595,-3.39473,,,
10090,20288,2.87,-3.39496,,,
10100,20298,2.86404,-3.39473,,,
10110,20308,2.85844,-3.39476,,,
10120,20318,2.85262,-3.39457,,,
10130,20328,2.84672,-3.39491,,,
10140,20338,2.84031,-3.39465,,,
10150,20348,2.83413,-3.3949,,,
10160,20358,2.82778,-3.39476,,,
10170,20368,2.82133,-3.39474,,,
10180,20378,2.81498,-3.39447,,,
10190,20388,2.80871,-3.39477,,,
10200,20398,2.80226,-3.39478,,,
10210,20408,2.79596,-3.3948,,,
10220,20418,2.78963,-3.39476,,,
10230,20428,2.7836,-3.39458,,,
10240,20438,2.77717,-3.3947,,,
10250,20448,2.77064,-3.39473,,,
10260,20458,2.76405,-3.3945,,,
10270,20468,2.75766,-3.39469,,,
10280,20478,2.7512,-3.39491,,,
10290,20488,2.74454,-3.39469,,,
10300,20498,2.73801,-3.39469,,,
10310,20508,2.73139,-3.3948,,,
10320,20518,2.72446,-3.39476,,,
10330,20528,2.71825,-3.39464,,,
10340,20538,2.71147,-3.39488,,,
10350,20548,2.70436,-3.39462,,,
10360,20558,2.69726,-3.39477,,,
10370,20568,2.68993,-3.39469,,,
10380,20578,2.68243,-3.39461,,,
10390,20588,2.67463,-3.39443,,,
10400,20598,2.66694,-3.39475,,,
10410,20608,2.65878,-3.39469,,,
10420,20618,2.6505,-3.39452,,,
10430,20628,2.64248,-3.39476,,,
10440,20638,2.63413,-3.39458,,,
10450,20648,2.62505,-3.39475,,,
10460,20658,2.61577,-3.39489,,,
10470,20668,2.60605,-3.39473,,,
10480,20678,2.59574,-3.39455,,,
10490,20688,2.5856,-3.39472,,,
10500,20698,2.57477,-3.39485,,,
10510,20708,2.56362,-3.39483,,,
10520,20718,2.55192,-3.39473,,,
10530,20728,2.54046,-3.3946,,,
10540,20738,2.52836,-3.39463,,,
10550,20748,2.51516,-3.39472,,,
10560,20755,2.49834,-3.39478,,,

