0,,,Version=1.30
10,3.79904,0.801904,
20,3.86913,1.59853,
30,3.93055,2.19682,
40,3.98378,2.79326,
50,4.04722,3.59253,
60,4.11561,,
70,4.13745,,
80,4.1455,4.15953,
90,4.15356,4.14173,
100,4.15892,4.14332,
110,4.16405,4.16155,
120,4.16935,4.17374,
130,4.17365,4.17644,
140,4.17834,4.18068,
150,4.18267,4.18401,
160,4.18694,4.1949,
170,4.19027,4.20671,
180,4.19453,4.21114,
190,4.19813,4.21917,
200,4.20198,4.22929,
210,4.2056,4.23892,
220,4.20853,4.24081,
230,4.21165,4.24081,
240,4.20917,4.23455,
250,4.21312,4.23455,
260,4.20895,4.22852,
270,4.2092,4.22852,
280,4.20851,4.22852,
290,4.20764,4.22852,
300,4.20929,4.22993,
310,4.20977,4.18973,
320,4.20821,4.18973,
330,4.20871,4.14438,
340,4.20808,4.14172,
350,4.20931,4.08503,
360,4.20865,4.08503,
370,4.20965,4.05717,
380,4.20952,4.05717,
390,4.20862,4.02028,
400,4.20822,3.98355,
410,4.20823,3.91194,
420,4.20997,3.91194,
430,4.20497,3.8713,
440,4.20738,3.78463,
450,4.20955,3.78463,
460,4.20743,3.71249,
470,4.20993,3.69308,
480,4.20703,3.6564,
490,4.20849,3.60428,
500,4.207,3.57458,
510,4.20687,3.55603,
520,4.20806,3.5036,
530,4.20912,3.50359,
540,4.2089,3.48927,
550,4.20775,3.46276,
560,4.20887,3.42067,
570,4.20896,3.39969,
580,4.20769,3.37801,
590,4.20864,3.33088,
600,4.20998,3.33088,
610,4.20923,3.30879,
620,4.20989,3.29247,
630,4.20786,3.29247,
640,4.20854,3.24578,
650,4.20988,3.24578,
660,4.20945,3.22846,
670,4.20892,3.18999,
680,4.2091,3.16799,
690,4.20915,3.14591,
700,4.20755,3.1248,
710,4.20851,3.0797,
720,4.20903,3.0797,
730,4.20699,3.02976,
740,4.2076,3.00841,
750,4.20843,3.00841,
760,4.20761,2.96521,
770,4.20856,2.93924,
780,4.21019,2.93924,
790,4.20845,2.91988,
800,4.20876,2.8903,
810,4.20945,2.8903,
820,4.20945,2.86304,
830,4.20824,2.82924,
840,4.20932,2.82924,
850,4.20925,2.79493,
860,4.2091,2.78474,
870,4.20869,2.76779,
880,4.21035,2.74222,
890,4.20929,2.7283,
900,4.20886,2.68601,
910,4.20849,2.67147,
920,4.20851,2.67147,
930,4.20794,2.64194,
940,4.20991,2.62345,
950,4.20897,2.59456,
960,4.21027,2.59456,
970,4.20841,2.57796,
980,4.20911,2.56564,
990,4.20827,2.5304,
1000,4.20978,2.51809,
1010,4.20861,2.47947,
1020,4.20904,2.46698,
1030,4.20962,2.43717,
1040,4.20982,2.42498,
1050,4.20922,2.41173,
1060,4.20891,2.41173,
1070,4.20677,2.37674,
1080,4.20851,2.35817,
1090,4.20921,2.34187,
1100,4.2085,2.31543,
1110,4.20955,2.31543,
1120,4.20854,2.2919,
1130,4.20958,2.28276,
1140,4.20926,2.26921,
1150,4.20814,2.25213,
1160,4.20925,2.24231,
1170,4.20785,2.2278,
1180,4.20896,2.19581,
1190,4.20805,2.16988,
1200,4.20938,2.16988,
1210,4.20801,2.14822,
1220,4.20824,2.13806,
1230,4.20803,2.12449,
1240,4.20937,2.09346,
1250,4.20862,2.07051,
1260,4.20994,2.06338,
1270,4.20822,2.03531,
1280,4.20913,2.02874,
1290,4.20771,2.01049,
1300,4.20857,1.98517,
1310,4.2099,1.98051,
1320,4.20973,1.98051,
1330,4.20735,1.9595,
1340,4.2084,1.9438,
1350,4.20947,1.93758,
1360,4.20937,1.9295,
1370,4.20739,1.91016,
1380,4.2083,1.90284,
1390,4.20889,1.88441,
1400,4.20846,1.87146,
1410,4.20844,1.86181,
1420,4.20954,1.85492,
1430,4.20852,1.83186,
1440,4.20901,1.83186,
1450,4.20752,1.81555,
1460,4.20879,1.807,
1470,4.2096,1.807,
1480,4.20874,1.7841,
1490,4.20832,1.75493,
1500,4.20843,1.74539,
1510,4.20958,1.73772,
1520,4.20804,1.71526,
1530,4.20876,1.70815,
1540,4.21033,1.69786,
1550,4.20846,1.67842,
1560,4.20829,1.6707,
1570,4.2079,1.66155,
1580,4.20674,1.63681,
1590,4.20725,1.63161,
1600,4.2081,1.61887,
1610,4.20912,1.61354,
1620,4.20963,1.61354,
1630,4.20867,1.59788,
1640,4.2092,1.59788,
1650,4.20862,1.57353,
1660,4.20837,1.56344,
1671,4.20843,1.55741,
1681,4.20911,1.56225,
1691,4.20902,1.54568,
1701,4.20902,1.5302,
1711,4.20905,1.52433,
1721,4.20955,1.51773,
1731,4.20853,1.50088,
1741,4.20867,1.49081,
1751,4.20866,1.47616,
1761,4.20916,1.46712,
1771,4.20829,1.45121,
1781,4.20965,1.43754,
1791,4.20889,1.42049,
1801,4.20953,1.41576,
1811,4.20855,1.40989,
1821,4.20933,1.40137,
1831,4.20838,1.39265,
1844,4.20878,1.37861,
1854,4.21059,1.37861,
1864,4.20657,1.37861,
1874,4.20612,1.37812,
1884,4.20631,1.35589,
1894,4.20485,1.34547,
1904,4.20551,1.32415,
1914,4.20604,1.30145,
1924,4.20711,1.30145,
1934,4.2052,1.29111,
1944,4.206,1.27403,
1954,4.20622,1.27403,
1964,4.20555,1.2494,
1974,4.20613,1.22158,
1984,4.20573,1.21376,
1994,4.20547,1.2009,
2004,4.20635,1.19406,
2014,4.20655,1.19406,
2024,4.20577,1.17965,
2034,4.20631,1.17316,
2044,4.20646,1.17316,
2054,4.20534,1.1668,
2064,4.20612,1.15477,
2074,4.20603,1.15013,
2084,4.2054,1.14212,
2094,4.20583,1.13112,
2104,4.20607,1.13112,
2114,4.20399,1.12003,
2124,4.20441,1.09889,
2134,4.2051,1.09142,
2144,4.20593,1.08159,
2154,4.20635,1.07685,
2164,4.20614,1.07308,
2174,4.2067,1.06652,
2184,4.20517,1.05447,
2194,4.20568,1.04976,
