time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,12554,4.03497,-0.00105214,3055,0.611,,,
10,12564,3.31024,-4.99822,3055,0.611,,,
20,12574,3.27176,-4.99829,3041.115861,0.608223172,-13.884139,-0.03848,0.360814423
30,12584,3.2468,-4.99835,3027.231556,0.605446311,-13.884305,-0.02496,0.55626222
40,12594,3.22971,-4.9983,3013.347389,0.602669478,-13.884167,-0.01709,0.812414687
50,12604,3.2169,-4.99842,2999.462889,0.599892578,-13.8845,-0.01281,1.083879781
60,12614,3.20726,-4.99823,2985.578917,0.597115783,-13.883972,-0.00964,1.440246058
70,12624,3.19976,-4.99811,2971.695278,0.594339056,-13.883639,-0.0075,1.851151867
80,12634,3.19377,-4.99808,2957.811722,0.591562344,-13.883556,-0.00599,2.317788982
90,12644,3.1899,-4.99831,2943.927528,0.588785506,-13.884194,-0.00387,3.587647028
100,12654,3.18694,-4.99814,2930.043806,0.586008761,-13.883722,-0.00296,4.690446622
110,12664,3.18424,-4.99794,2916.160639,0.583232128,-13.883167,-0.0027,5.141913704
120,12674,3.18227,-4.99822,2902.276694,0.580455339,-13.883945,-0.00197,7.047687817
130,12684,3.18095,-4.9983,2888.392528,0.577678506,-13.884166,-0.00132,10.51830758
140,12694,3.17995,-4.99803,2874.509111,0.574901822,-13.883417,-0.001,13.883417
150,12704,3.17979,-4.99834,2860.624833,0.572124967,-13.884278,-0.00016,
160,12714,3.17977,-4.99844,2846.740278,0.569348056,-13.884555,-2E-05,
170,12724,3.17984,-4.99832,2832.856056,0.566571211,-13.884222,7E-05,
180,12734,3.18002,-4.99834,2818.971778,0.563794356,-13.884278,0.00018,
190,12744,3.18038,-4.99828,2805.087667,0.561017533,-13.884111,0.00036,
200,12754,3.1804,-4.99836,2791.203333,0.558240667,-13.884334,2E-05,
210,12764,3.18075,-4.99831,2777.319139,0.555463828,-13.884194,0.00035,
220,12774,3.18105,-4.99834,2763.434861,0.552686972,-13.884278,0.0003,
230,12784,3.18105,-4.99822,2749.550917,0.549910183,-13.883944,0,
240,12794,3.18113,-4.99842,2735.666417,0.547133283,-13.8845,8E-05,
250,12804,3.18074,-4.9982,2721.782528,0.544356506,-13.883889,-0.00039,35.59971538
260,12814,3.18177,-4.99827,2707.898444,0.541579689,-13.884084,0.00103,
270,12824,3.18188,-4.99851,2694.013694,0.538802739,-13.88475,0.00011,
280,12834,3.18193,-4.99843,2680.129167,0.536025833,-13.884527,5E-05,
290,12844,3.1817,-4.99846,2666.244556,0.533248911,-13.884611,-0.00023,
300,12854,3.18134,-4.99835,2652.36025,0.53047205,-13.884306,-0.00036,38.56751667
310,12864,3.18104,-4.99817,2638.476444,0.527695289,-13.883806,-0.0003,46.27935333
320,12874,3.1807,-4.99841,2624.591972,0.524918394,-13.884472,-0.00034,40.83668235
330,12884,3.1804,-4.99828,2610.707861,0.522141572,-13.884111,-0.0003,46.28037
340,12894,3.1801,-4.99819,2596.824,0.5193648,-13.883861,-0.0003,46.27953667
350,12904,3.17955,-4.99813,2582.940306,0.516588061,-13.883694,-0.00055,25.24308
360,12914,3.17939,-4.99829,2569.056167,0.513811233,-13.884139,-0.00016,
370,12924,3.17807,-4.99826,2555.172111,0.511034422,-13.884056,-0.00132,10.51822424
380,12934,3.17688,-4.99817,2541.288306,0.508257661,-13.883805,-0.00119,11.66706303
390,12944,3.17552,-4.99817,2527.4045,0.5054809,-13.883806,-0.00136,10.20868088
400,12954,3.17405,-4.99837,2513.520139,0.502704028,-13.884361,-0.00147,9.445143537
410,12964,3.173,-4.99827,2499.636056,0.499927211,-13.884083,-0.00105,13.22293619
420,12974,3.1722,-4.99828,2485.751944,0.497150389,-13.884112,-0.0008,17.35514
430,12984,3.17119,-4.9982,2471.868056,0.494373611,-13.883888,-0.00101,13.74642376
440,12994,3.17003,-4.99798,2457.984778,0.491596956,-13.883278,-0.00116,11.9683431
450,13004,3.16864,-4.99839,2444.100361,0.488820072,-13.884417,-0.00139,9.988789209
460,13014,3.16766,-4.99824,2430.216361,0.486043272,-13.884,-0.00098,14.16734694
470,13024,3.16647,-4.99827,2416.332278,0.483266456,-13.884083,-0.00119,11.66729664
480,13034,3.16521,-4.99841,2402.447806,0.480489561,-13.884472,-0.00126,11.01942222
490,13044,3.16407,-4.99828,2388.563694,0.477712739,-13.884112,-0.00114,12.17904561
500,13054,3.16275,-4.99826,2374.679639,0.474935928,-13.884055,-0.00132,10.51822348
510,13064,3.16146,-4.99822,2360.795694,0.472159139,-13.883945,-0.00129,10.76274806
520,13074,3.16018,-4.99845,2346.911111,0.469382222,-13.884583,-0.00128,10.84733047
530,13084,3.15864,-4.99826,2333.027056,0.466605411,-13.884055,-0.00154,9.01562013
540,13094,3.1572,-4.9982,2319.143167,0.463828633,-13.883889,-0.00144,9.641589583
550,13104,3.15583,-4.99827,2305.259083,0.461051817,-13.884084,-0.00137,10.13436788
560,13114,3.15447,-4.99821,2291.375167,0.458275033,-13.883916,-0.00136,10.20876176
570,13124,3.15289,-4.99816,2277.491389,0.455498278,-13.883778,-0.00158,8.787201266
580,13134,3.15145,-4.99826,2263.607333,0.452721467,-13.884056,-0.00144,9.641705556
590,13144,3.14985,-4.99831,2249.723139,0.449944628,-13.884194,-0.0016,8.67762125
600,13154,3.14824,-4.9981,2235.839528,0.447167906,-13.883611,-0.00161,8.62336087
610,13164,3.14662,-4.99818,2221.955694,0.444391139,-13.883834,-0.00162,8.570267901
620,13174,3.14489,-4.99836,2208.071361,0.441614272,-13.884333,-0.00173,8.025626012
630,13184,3.14332,-4.99827,2194.187278,0.438837456,-13.884083,-0.00157,8.843364968
640,13194,3.14152,-4.99836,2180.302944,0.436060589,-13.884334,-0.0018,7.713518889
650,13204,3.13986,-4.99859,2166.417972,0.433283594,-13.884972,-0.00166,8.364440964
660,13214,3.13791,-4.99831,2152.533778,0.430506756,-13.884194,-0.00195,7.120099487
670,13224,3.13617,-4.99826,2138.649722,0.427729944,-13.884056,-0.00174,7.979342529
680,13234,3.13414,-4.99802,2124.766333,0.424953267,-13.883389,-0.00203,6.839107882
690,13244,3.13211,-4.99847,2110.881694,0.422176339,-13.884639,-0.00203,6.839723645
700,13254,3.13009,-4.9982,2096.997806,0.419399561,-13.883888,-0.00202,6.873211881
710,13264,3.12795,-4.99816,2083.114028,0.416622806,-13.883778,-0.00214,6.487746729
720,13274,3.12595,-4.99829,2069.229889,0.413845978,-13.884139,-0.002,6.9420695
730,13284,3.12385,-4.99845,2055.345306,0.411069061,-13.884583,-0.0021,6.61170619
