time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,4907,4.05889,-0.00105838,3281,0.6562,,,
10,4917,3.42009,-4.99874,3281,0.6562,,,
20,4927,3.38566,-4.99851,3267.11525,0.65342305,-13.88475,-0.03443,0.40327476
30,4937,3.362,-4.99839,3253.230833,0.650646167,-13.884417,-0.02366,0.586830811
40,4947,3.34503,-4.99838,3239.346444,0.647869289,-13.884389,-0.01697,0.818172599
50,4957,3.3314,-4.99835,3225.462139,0.645092428,-13.884305,-0.01363,1.01865774
60,4967,3.32056,-4.99839,3211.577722,0.642315544,-13.884417,-0.01084,1.280850277
70,4977,3.31201,-4.99802,3197.694333,0.639538867,-13.883389,-0.00855,1.623788187
80,4987,3.30447,-4.99821,3183.810417,0.636762083,-13.883916,-0.00754,1.84136817
90,4997,3.29847,-4.99828,3169.926306,0.633985261,-13.884111,-0.006,2.3140185
100,5007,3.29357,-4.99842,3156.041806,0.631208361,-13.8845,-0.0049,2.833571429
110,5017,3.28871,-4.99844,3142.15725,0.62843145,-13.884556,-0.00486,2.856904527
120,5027,3.28419,-4.99846,3128.272639,0.625654528,-13.884611,-0.00452,3.071816593
130,5037,3.27987,-4.9981,3114.389028,0.622877806,-13.883611,-0.00432,3.213798843
140,5047,3.27639,-4.99829,3100.504889,0.620100978,-13.884139,-0.00348,3.989695115
150,5057,3.27353,-4.9982,3086.621,0.6173242,-13.883889,-0.00286,4.854506643
160,5067,3.27107,-4.99819,3072.737139,0.614547428,-13.883861,-0.00246,5.643845935
170,5077,3.26867,-4.9982,3058.85325,0.61177065,-13.883889,-0.0024,5.78495375
180,5087,3.26641,-4.99818,3044.969417,0.608993883,-13.883833,-0.00226,6.143288938
190,5097,3.26366,-4.99834,3031.085139,0.606217028,-13.884278,-0.00275,5.048828364
200,5107,3.2606,-4.99805,3017.201667,0.603440333,-13.883472,-0.00306,4.537082353
210,5117,3.25822,-4.99825,3003.317639,0.600663528,-13.884028,-0.00238,5.83362521
220,5127,3.25582,-4.99815,2989.433889,0.597886778,-13.88375,-0.0024,5.784895833
230,5137,3.25407,-4.99824,2975.549889,0.595109978,-13.884,-0.00175,7.933714286
240,5147,3.25263,-4.99807,2961.666361,0.592333272,-13.883528,-0.00144,9.641338889
250,5157,3.25146,-4.9983,2947.782194,0.589556439,-13.884167,-0.00117,11.8668094
260,5167,3.25012,-4.99829,2933.898056,0.586779611,-13.884138,-0.00134,10.36129701
270,5177,3.24911,-4.99831,2920.013861,0.584002772,-13.884195,-0.00101,13.74672772
280,5187,3.24805,-4.99811,2906.130222,0.581226044,-13.883639,-0.00106,13.09777264
290,5197,3.24703,-4.99829,2892.246083,0.578449217,-13.884139,-0.00102,13.61190098
300,5207,3.24599,-4.99837,2878.361722,0.575672344,-13.884361,-0.00104,13.35034712
310,5217,3.24507,-4.99824,2864.477722,0.572895544,-13.884,-0.00092,15.09130435
320,5227,3.24405,-4.99829,2850.593583,0.570118717,-13.884139,-0.00102,13.61190098
330,5237,3.24298,-4.99822,2836.709639,0.567341928,-13.883944,-0.00107,12.9756486
340,5247,3.24208,-4.99835,2822.825333,0.564565067,-13.884306,-0.0009,15.42700667
350,5257,3.24115,-4.99814,2808.941611,0.561788322,-13.883722,-0.00093,14.92873333
360,5267,3.24013,-4.99819,2795.05775,0.55901155,-13.883861,-0.00102,13.61162843
