time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,10165,4.02322,-0.00104908,2847,0.5694,,,
10,10175,3.18426,-4.99843,2847,0.5694,,,
20,10185,3.12838,-4.99843,2833.115472,0.566623094,-13.884528,-0.05588,0.248470437
30,10196,3.0977,-4.99829,2819.231333,0.563846267,-13.884139,-0.03068,0.452546904
40,10206,3.07975,-4.99823,2805.347361,0.561069472,-13.883972,-0.01795,0.773480334
50,10216,3.06603,-4.99846,2791.46275,0.55829255,-13.884611,-0.01372,1.011997886
60,10226,3.0544,-4.99828,2777.578639,0.555515728,-13.884111,-0.01163,1.193818659
70,10236,3.04527,-4.99809,2763.695056,0.552739011,-13.883583,-0.00913,1.520655312
80,10246,3.0405,-4.99807,2749.811528,0.549962306,-13.883528,-0.00477,2.910592872
90,10256,3.0397,-4.9983,2735.927361,0.547185472,-13.884167,-0.0008,17.35520875
100,10266,3.03968,-4.99818,2722.043528,0.544408706,-13.883833,-2E-05,
110,10276,3.03962,-4.99824,2708.159528,0.541631906,-13.884,-6E-05,
120,10286,3.04017,-4.99807,2694.276,0.5388552,-13.883528,0.00055,25.24277818
130,10296,3.04074,-4.99815,2680.39225,0.53607845,-13.88375,0.00057,24.35745614
140,10306,3.04176,-4.99794,2666.509083,0.533301817,-13.883167,0.00102,13.61094804
150,10316,3.04267,-4.99851,2652.624333,0.530524867,-13.88475,0.00091,15.25796703
160,10326,3.04364,-4.99828,2638.740222,0.527748044,-13.884111,0.00097,14.31351649
170,10336,3.04432,-4.99828,2624.856111,0.524971222,-13.884111,0.00068,20.41781029
180,10346,3.04505,-4.99801,2610.97275,0.52219455,-13.883361,0.00073,19.01830274
190,10356,3.04567,-4.99828,2597.088639,0.519417728,-13.884111,0.00062,22.39372742
200,10366,3.04651,-4.99838,2583.20425,0.51664085,-13.884389,0.00084,16.52903452
210,10376,3.04709,-4.99822,2569.320306,0.513864061,-13.883944,0.00058,23.93783448
220,10386,3.04757,-4.99799,2555.437,0.5110874,-13.883306,0.00048,
230,10396,3.04781,-4.99857,2541.552083,0.508310417,-13.884917,0.00024,
240,10406,3.04797,-4.99823,2527.668111,0.505533622,-13.883972,0.00016,
250,10416,3.04822,-4.99817,2513.784306,0.502756861,-13.883805,0.00025,
260,10426,3.04844,-4.99811,2499.900667,0.499980133,-13.883639,0.00022,
270,10436,3.04835,-4.99811,2486.017028,0.497203406,-13.883639,-9E-05,
280,10446,3.04796,-4.99826,2472.132972,0.494426594,-13.884056,-0.00039,35.60014359
290,10456,3.04751,-4.99807,2458.249444,0.491649889,-13.883528,-0.00045,30.85228444
300,10466,3.04731,-4.99813,2444.36575,0.48887315,-13.883694,-0.0002,
310,10476,3.04692,-4.99807,2430.482222,0.486096444,-13.883528,-0.00039,35.59878974
320,10486,3.04621,-4.9983,2416.598056,0.483319611,-13.884166,-0.00071,19.55516338
330,10496,3.0452,-4.99815,2402.714306,0.480542861,-13.88375,-0.00101,13.74628713
340,10506,3.04468,-4.99817,2388.8305,0.4777661,-13.883806,-0.00052,26.69962692
350,10516,3.04403,-4.99807,2374.946972,0.474989394,-13.883528,-0.00065,21.35927385
360,10526,3.0434,-4.99797,2361.063722,0.472212744,-13.88325,-0.00063,22.03690476
