time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,5128,3.91426,-0.00102067,1524,0.362857143,,,
10,5138,2.97077,-4.20319,1524,0.362857143,,,
20,5148,2.93006,-4.20303,1512.324917,0.360077361,-11.675083,-0.04071,0.286786613
30,5158,2.87774,-4.203,1500.649917,0.357297599,-11.675,-0.05232,0.223146024
40,5168,2.83798,-4.20311,1488.974611,0.354517765,-11.675306,-0.03976,0.293644517
50,5178,2.81242,-4.20298,1477.299667,0.351738016,-11.674944,-0.02556,0.456766197
60,5188,2.79457,-4.203,1465.624667,0.348958254,-11.675,-0.01785,0.654061625
70,5199,2.78061,-4.20315,1453.94925,0.346178393,-11.675417,-0.01396,0.836347923
80,5209,2.76922,-4.20313,1442.273889,0.343398545,-11.675361,-0.01139,1.025053644
90,5219,2.7594,-4.20309,1430.598639,0.340618724,-11.67525,-0.00982,1.188925662
100,5229,2.75189,-4.20307,1418.923444,0.337838915,-11.675195,-0.00751,1.55461984
110,5239,2.7458,-4.20282,1407.248944,0.335059272,-11.6745,-0.00609,1.916995074
120,5249,2.74056,-4.20291,1395.574194,0.33227957,-11.67475,-0.00524,2.228005725
130,5259,2.73673,-4.20304,1383.899083,0.329499782,-11.675111,-0.00383,3.048331854
140,5269,2.73391,-4.20289,1372.224389,0.326720093,-11.674694,-0.00282,4.139962411
150,5279,2.73225,-4.20304,1360.549278,0.323940304,-11.675111,-0.00166,7.033199398
160,5289,2.73172,-4.20279,1348.874861,0.321160681,-11.674417,-0.00053,22.02720189
170,5299,2.73212,-4.203,1337.199861,0.318380919,-11.675,0.0004,29.1875
180,5309,2.73356,-4.20295,1325.525,0.31560119,-11.674861,0.00144,8.107542361
190,5319,2.73591,-4.20308,1313.849778,0.312821376,-11.675222,0.00235,4.968179574
200,5329,2.73904,-4.20293,1302.174972,0.31004166,-11.674806,0.00313,3.729969968
210,5339,2.74275,-4.20308,1290.49975,0.307261845,-11.675222,0.00371,3.146960108
220,5349,2.74724,-4.20305,1278.824611,0.30448205,-11.675139,0.00449,2.600253675
230,5359,2.75222,-4.20284,1267.150056,0.301702394,-11.674555,0.00498,2.344288153
240,5369,2.75733,-4.20288,1255.475389,0.298922712,-11.674667,0.00511,2.284670646
250,5379,2.76321,-4.20315,1243.799972,0.296142851,-11.675417,0.00588,1.985615136
260,5389,2.76923,-4.20313,1232.124611,0.293363003,-11.675361,0.00602,1.939428738
270,5399,2.77558,-4.20298,1220.449667,0.290583254,-11.674944,0.00635,1.838573858
280,5409,2.78188,-4.20294,1208.774833,0.287803532,-11.674834,0.0063,1.853148254
290,5419,2.78812,-4.20308,1197.099611,0.285023717,-11.675222,0.00624,1.871029167
300,5429,2.79447,-4.20298,1185.424667,0.282243968,-11.674944,0.00635,1.838573858
310,5439,2.80067,-4.20316,1173.749222,0.279464101,-11.675445,0.0062,1.88313629
320,5449,2.80679,-4.20316,1162.073778,0.276684233,-11.675444,0.00612,1.907752288
330,5459,2.81283,-4.20312,1150.398444,0.273904392,-11.675334,0.00604,1.933002318
340,5469,2.81801,-4.20299,1138.723472,0.271124636,-11.674972,0.00518,2.253855598
350,5479,2.82312,-4.20314,1127.048083,0.268344782,-11.675389,0.00511,2.284811937
360,5489,2.82826,-4.20326,1115.372361,0.265564848,-11.675722,0.00514,2.271541245
370,5499,2.83308,-4.20318,1103.696861,0.262784967,-11.6755,0.00482,2.422302905
380,5509,2.83745,-4.20305,1092.021722,0.260005172,-11.675139,0.00437,2.671656522
390,5519,2.84173,-4.20282,1080.347222,0.257225529,-11.6745,0.00428,2.727686916
