time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,11686,4.08104,-0.00106415,2814,0.67,,,
10,11696,3.50771,-4.2032,2814,0.67,,,
20,11706,3.48364,-4.20328,2802.324222,0.667220053,-11.675778,-0.02407,0.485075945
30,11716,3.4681,-4.20327,2790.648472,0.664440112,-11.67575,-0.01554,0.751335264
40,11726,3.45529,-4.20322,2778.972861,0.661660205,-11.675611,-0.01281,0.911445043
50,11736,3.44342,-4.20331,2767.297,0.658880238,-11.675861,-0.01187,0.983644566
60,11746,3.43159,-4.20312,2755.621667,0.656100397,-11.675333,-0.01183,0.986925866
70,11756,3.41959,-4.20298,2743.946722,0.653320648,-11.674945,-0.012,0.972912083
80,11767,3.40718,-4.20326,2732.271,0.650540714,-11.675722,-0.01241,0.940831749
90,11777,3.39473,-4.20333,2720.595083,0.647760734,-11.675917,-0.01245,0.937824659
100,11787,3.38323,-4.20307,2708.919889,0.644980926,-11.675194,-0.0115,1.015234261
110,11797,3.37275,-4.20306,2697.244722,0.642201124,-11.675167,-0.01048,1.114042653
120,11807,3.36403,-4.20327,2685.568972,0.639421184,-11.67575,-0.00872,1.338962156
130,11817,3.35632,-4.20331,2673.893111,0.636641217,-11.675861,-0.00771,1.514378859
140,11827,3.35053,-4.20329,2662.217306,0.633861263,-11.675805,-0.00579,2.016546632
150,11837,3.34556,-4.20304,2650.542194,0.631081475,-11.675112,-0.00497,2.349117103
160,11847,3.34117,-4.2032,2638.866639,0.628301581,-11.675555,-0.00439,2.659579727
170,11857,3.3377,-4.20333,2627.190722,0.625521601,-11.675917,-0.00347,3.364817579
180,11867,3.33475,-4.20321,2615.515139,0.6227417,-11.675583,-0.00295,3.957824746
190,11877,3.33251,-4.20318,2603.839639,0.619961819,-11.6755,-0.00224,5.212276786
200,11887,3.33058,-4.20328,2592.163861,0.617181872,-11.675778,-0.00193,6.049625907
210,11897,3.32916,-4.20307,2580.488667,0.614402063,-11.675194,-0.00142,8.221967606
220,11907,3.32818,-4.20334,2568.812722,0.611622077,-11.675945,-0.00098,11.91422959
230,11917,3.32737,-4.20319,2557.137194,0.608842189,-11.675528,-0.00081,14.4142321
240,11927,3.32682,-4.20324,2545.461528,0.606062269,-11.675666,-0.00055,21.22848364
250,11937,3.32653,-4.20321,2533.785944,0.603282368,-11.675584,-0.00029,
260,11947,3.32623,-4.20285,2522.111361,0.600502705,-11.674583,-0.0003,
270,11957,3.32636,-4.20304,2510.43625,0.597722917,-11.675111,0.00013,
280,11967,3.32629,-4.20296,2498.761361,0.594943181,-11.674889,-7E-05,
290,11977,3.32642,-4.20319,2487.085833,0.592163294,-11.675528,0.00013,
300,11987,3.32659,-4.20302,2475.410778,0.589383519,-11.675055,0.00017,
310,11997,3.32672,-4.20312,2463.735444,0.586603677,-11.675334,0.00013,
320,12007,3.32675,-4.20328,2452.059667,0.58382373,-11.675777,3E-05,
330,12017,3.32678,-4.20319,2440.384139,0.581043843,-11.675528,3E-05,
340,12027,3.32673,-4.2033,2428.708306,0.578263882,-11.675833,-5E-05,
350,12037,3.32679,-4.20328,2417.032528,0.575483935,-11.675778,6E-05,
360,12047,3.32663,-4.20298,2405.357583,0.572704187,-11.674945,-0.00016,
370,12057,3.32646,-4.20307,2393.682389,0.569924378,-11.675194,-0.00017,
380,12067,3.32615,-4.20319,2382.006861,0.567144491,-11.675528,-0.00031,37.66299355
390,12077,3.32598,-4.20325,2370.331167,0.564364563,-11.675694,-0.00017,
400,12087,3.3256,-4.20321,2358.655583,0.561584663,-11.675584,-0.00038,30.72522105
410,12097,3.32513,-4.20324,2346.979917,0.558804742,-11.675666,-0.00047,24.84184255
420,12107,3.32464,-4.20338,2335.303861,0.556024729,-11.676056,-0.00049,23.82868571
430,12117,3.32415,-4.20318,2323.628361,0.553244848,-11.6755,-0.00049,23.82755102
440,12127,3.32344,-4.20314,2311.952972,0.550464993,-11.675389,-0.00071,16.44420986
450,12137,3.32275,-4.20301,2300.277944,0.547685225,-11.675028,-0.00069,16.92033043
460,12147,3.32193,-4.2029,2288.603222,0.544905529,-11.674722,-0.00082,14.23746585
470,12157,3.32118,-4.20309,2276.927972,0.542125708,-11.67525,-0.00075,15.567
