time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,31556,4.169,-0.00108709,4135,0.98452381,,,
10,31566,3.85675,-4.2034,4135,0.98452381,,,
20,31576,3.83752,-4.20351,4123.323583,0.98174371,-11.676417,-0.01923,0.607197972
30,31586,3.82392,-4.20337,4111.647556,0.978963704,-11.676027,-0.0136,0.858531397
40,31596,3.81368,-4.20334,4099.971611,0.976183717,-11.675945,-0.01024,1.140229004
50,31606,3.8053,-4.20336,4088.295611,0.973403717,-11.676,-0.00838,1.393317422
60,31616,3.79827,-4.20323,4076.619972,0.970623803,-11.675639,-0.00703,1.660830583
70,31626,3.79235,-4.20349,4064.943611,0.967843717,-11.676361,-0.00592,1.972358277
80,31636,3.78728,-4.20326,4053.267889,0.965063783,-11.675722,-0.00507,2.302903748
90,31646,3.78283,-4.20343,4041.591694,0.962283737,-11.676195,-0.00445,2.623864045
100,31656,3.77838,-4.20311,4029.916389,0.959503902,-11.675305,-0.00445,2.623664045
110,31666,3.7746,-4.2035,4018.24,0.95672381,-11.676389,-0.00378,3.088991799
120,31676,3.77083,-4.20316,4006.564556,0.953943942,-11.675444,-0.00377,3.096934748
130,31686,3.76732,-4.20331,3994.888694,0.951163975,-11.675862,-0.00351,3.32645641
140,31696,3.76397,-4.20325,3983.213,0.948384048,-11.675694,-0.00335,3.485281791
150,31706,3.7609,-4.20348,3971.536667,0.945603968,-11.676333,-0.00307,3.803365798
160,31716,3.75797,-4.20334,3959.860722,0.942823981,-11.675945,-0.00293,3.984964164
170,31726,3.75526,-4.20349,3948.184361,0.940043896,-11.676361,-0.00271,4.308620295
180,31736,3.75247,-4.20336,3936.508361,0.937263896,-11.676,-0.00279,4.184946237
190,31747,3.75004,-4.20337,3924.832333,0.934483889,-11.676028,-0.00243,4.804949794
200,31757,3.74785,-4.20339,3913.15625,0.931703869,-11.676083,-0.00219,5.331544749
210,31767,3.74541,-4.20305,3901.481111,0.928924074,-11.675139,-0.00244,4.784893033
220,31777,3.74319,-4.20317,3889.805639,0.9261442,-11.675472,-0.00222,5.259221622
230,31787,3.74096,-4.20334,3878.129694,0.923364213,-11.675945,-0.00223,5.235849776
240,31797,3.73894,-4.2032,3866.454139,0.920584319,-11.675555,-0.00202,5.779977723
250,31807,3.73687,-4.20314,3854.77875,0.917804464,-11.675389,-0.00207,5.640284541
260,31817,3.7348,-4.20329,3843.102944,0.915024511,-11.675806,-0.00207,5.64048599
270,31827,3.73283,-4.20333,3831.427028,0.91224453,-11.675916,-0.00197,5.926860914
280,31837,3.73075,-4.20322,3819.751417,0.909464623,-11.675611,-0.00208,5.613274519
290,31847,3.72896,-4.20324,3808.07575,0.906684702,-11.675667,-0.00179,6.522718994
300,31857,3.72722,-4.20347,3796.399444,0.90390463,-11.676306,-0.00174,6.71052069
310,31867,3.72535,-4.20321,3784.723861,0.901124729,-11.675583,-0.00187,6.243627273
320,31877,3.72371,-4.20353,3773.047389,0.898344616,-11.676472,-0.00164,7.1198
330,31887,3.72193,-4.20322,3761.371778,0.895564709,-11.675611,-0.00178,6.559332022
340,31897,3.72026,-4.20337,3749.69575,0.892784702,-11.676028,-0.00167,6.991633533
350,31907,3.71847,-4.20334,3738.019806,0.890004716,-11.675944,-0.00179,6.522873743
360,31917,3.71672,-4.20322,3726.344194,0.887224808,-11.675612,-0.00175,6.671778286
370,31927,3.71485,-4.20328,3714.668417,0.884444861,-11.675777,-0.00187,6.243731016
380,31937,3.71312,-4.20324,3702.99275,0.88166494,-11.675667,-0.00173,6.748940462
390,31947,3.71135,-4.2032,3691.317194,0.878885046,-11.675556,-0.00177,6.596359322
400,31957,3.7095,-4.20347,3679.640889,0.876104974,-11.676305,-0.00185,6.311516216
410,31967,3.70783,-4.20334,3667.964944,0.873324987,-11.675945,-0.00167,6.991583832
420,31977,3.70587,-4.20326,3656.289222,0.870545053,-11.675722,-0.00196,5.95700102
430,31987,3.70423,-4.20351,3644.612806,0.867764954,-11.676416,-0.00164,7.119765854
440,31997,3.70247,-4.20324,3632.937139,0.864985033,-11.675667,-0.00176,6.633901705
450,32007,3.70069,-4.20351,3621.260722,0.862204934,-11.676417,-0.00178,6.559784831
460,32017,3.69894,-4.20352,3609.584278,0.859424828,-11.676444,-0.00175,6.672253714
470,32027,3.69689,-4.20328,3597.9085,0.856644881,-11.675778,-0.00205,5.695501463
480,32037,3.69503,-4.20325,3586.232806,0.853864954,-11.675694,-0.00186,6.277254839
490,32047,3.69311,-4.20356,3574.55625,0.851084821,-11.676556,-0.00192,6.081539583
500,32057,3.69129,-4.20328,3562.880472,0.848304874,-11.675778,-0.00182,6.415262637
