time,actual time,voltage,current,capacity,SoC,dQ,dv,ICA
0,12325,4.12855,-0.00107654,2759,0.811470588,,,
10,12335,3.50003,-3.39496,2759,0.811470588,,,
20,12345,3.47542,-3.39497,2749.569528,0.80869692,-9.430472,-0.02461,0.383196749
30,12355,3.45557,-3.39465,2740.139944,0.805923513,-9.429584,-0.01985,0.475042015
40,12365,3.44072,-3.39496,2730.7095,0.803149853,-9.430444,-0.01485,0.635046734
50,12375,3.42941,-3.39496,2721.279056,0.800376193,-9.430444,-0.01131,0.833814677
60,12385,3.41868,-3.39491,2711.84875,0.797602574,-9.430306,-0.01073,0.87887288
70,12395,3.41033,-3.39459,2702.419333,0.794829216,-9.429417,-0.00835,1.129271497
80,12405,3.4034,-3.395,2692.988778,0.792055523,-9.430555,-0.00693,1.360830447
90,12415,3.39779,-3.39488,2683.558556,0.789281928,-9.430222,-0.00561,1.680966488
100,12425,3.393,-3.39487,2674.128361,0.786508342,-9.430195,-0.00479,1.96872547
110,12435,3.38904,-3.39476,2664.698472,0.783734845,-9.429889,-0.00396,2.381285101
120,12445,3.38556,-3.39483,2655.268389,0.780961291,-9.430083,-0.00348,2.709793966
130,12455,3.3822,-3.39485,2645.83825,0.778187721,-9.430139,-0.00336,2.806588988
140,12465,3.37994,-3.39466,2636.408639,0.775414306,-9.429611,-0.00226,4.172394248
150,12475,3.37804,-3.39486,2626.978472,0.772640727,-9.430167,-0.0019,4.963245789
160,12485,3.37597,-3.3949,2617.548194,0.769867116,-9.430278,-0.00207,4.555689855
170,12495,3.37443,-3.3949,2608.117917,0.767093505,-9.430277,-0.00154,6.123556494
180,12505,3.37317,-3.39484,2598.687806,0.764319943,-9.430111,-0.00126,7.484215079
190,12515,3.37226,-3.39484,2589.257694,0.761546381,-9.430112,-0.00091,10.36276044
200,12525,3.37151,-3.39485,2579.827556,0.75877281,-9.430138,-0.00075,12.57351733
210,12535,3.37115,-3.39476,2570.397667,0.755999314,-9.429889,-0.00036,
220,12545,3.37073,-3.39473,2560.967861,0.753225842,-9.429806,-0.00042,
230,12555,3.37075,-3.39471,2551.538111,0.750452386,-9.42975,2E-05,
240,12565,3.37066,-3.39475,2542.10825,0.747678897,-9.429861,-9E-05,
250,12575,3.37023,-3.39477,2532.678333,0.744905392,-9.429917,-0.00043,
260,12585,3.37024,-3.3949,2523.248056,0.742131781,-9.430277,1E-05,
270,12595,3.37062,-3.39463,2513.818528,0.739358391,-9.429528,0.00038,
280,12605,3.37093,-3.39496,2504.388083,0.73658473,-9.430445,0.00031,
290,12615,3.37143,-3.39466,2494.958472,0.733811315,-9.429611,0.0005,
300,12625,3.37194,-3.39471,2485.528722,0.731037859,-9.42975,0.00051,
310,12635,3.37203,-3.39485,2476.098583,0.728264289,-9.430139,9E-05,
320,12645,3.37231,-3.39485,2466.668444,0.725490719,-9.430139,0.00028,
330,12655,3.37232,-3.39477,2457.238528,0.722717214,-9.429916,1E-05,
340,12665,3.37231,-3.39481,2447.8085,0.719943676,-9.430028,-1E-05,
350,12675,3.37247,-3.39509,2438.377694,0.71716991,-9.430806,0.00016,
360,12685,3.37263,-3.39489,2428.947444,0.714396307,-9.43025,0.00016,
370,12695,3.37254,-3.39457,2419.518083,0.711622966,-9.429361,-9E-05,
380,12705,3.37238,-3.39476,2410.088194,0.708849469,-9.429889,-0.00016,
390,12715,3.37213,-3.39506,2400.657472,0.706075727,-9.430722,-0.00025,
400,12725,3.37152,-3.39468,2391.227806,0.703302296,-9.429666,-0.00061,15.45846885
410,12735,3.37104,-3.39485,2381.797667,0.700528725,-9.430139,-0.00048,
420,12745,3.3704,-3.39474,2372.367833,0.697755245,-9.429834,-0.00064,14.73411563
430,12755,3.36971,-3.39475,2362.937972,0.694981757,-9.429861,-0.00069,13.66646522
440,12765,3.36925,-3.39495,2353.507556,0.692208105,-9.430416,-0.00046,
